,epsilon,p,length,size
215,15.4,0.06,6.63,0.21089999999999992
214,15.4,0.065,7.03,0.2329499999999999
213,15.4,0.07,6.65,0.22749999999999992
212,15.4,0.075,8.09,0.31969999999999993
211,15.4,0.08,7.4,0.30029999999999996
210,15.4,0.085,6.28,0.25325
209,15.4,0.09,7.73,0.36950000000000005
208,15.4,0.095,9.28,0.4399
207,15.4,0.1,9.41,0.48800000000000004
206,15.4,0.125,10.84,0.6665000000000002
205,15.4,0.15,8.95,0.6391500000000001
204,15.4,0.175,8.65,0.6988
203,15.4,0.2,8.3,0.7395999999999999
202,15.4,0.225,8.2,0.8282500000000002
201,15.4,0.25,7.85,0.85945
200,15.4,0.275,7.52,0.8985499999999998
199,15.4,0.3,7.28,0.91845
198,15.4,0.325,7.07,0.94835
197,15.4,0.35,6.61,0.9394500000000002
196,15.4,0.375,6.35,0.9687
195,15.4,0.4,5.88,0.9394499999999999
194,15.4,0.425,5.96,0.9794500000000003
193,15.4,0.45,5.86,0.9888000000000001
192,15.4,0.475,5.47,0.9987999999999999
191,15.4,0.5,5.33,0.9894
190,15.4,0.525,5.1,0.9791
189,15.4,0.55,4.92,0.9896
188,15.4,0.575,4.86,0.9993
187,15.4,0.6,4.57,0.99945
186,15.4,0.625,4.59,0.9898
185,15.4,0.65,4.54,0.9995000000000002
184,15.4,0.675,4.36,0.9995
183,15.4,0.7,4.06,0.9898
182,15.4,0.725,4.07,0.9994
181,15.4,0.75,4.0,0.99945
180,15.4,0.775,3.89,0.9995499999999999
179,15.4,0.8,3.97,0.9995500000000002
178,15.4,0.825,3.83,0.9995500000000002
177,15.4,0.85,3.66,0.9797500000000001
176,15.4,0.875,3.7,0.99965
175,15.4,0.9,3.81,0.99945
174,15.4,0.925,3.49,0.9898500000000001
173,15.4,0.95,3.46,0.99985
172,15.4,0.975,3.45,0.9996499999999999
171,15.4,1.0,3.41,0.99965
170,15.6,0.0,1.0,0.004999999999999999
169,15.6,0.005,1.07,0.005350000000000001
168,15.6,0.01,1.13,0.005699999999999999
167,15.6,0.015,1.15,0.00575
166,15.6,0.02,1.18,0.006000000000000001
165,15.6,0.025,1.32,0.007150000000000001
164,15.6,0.03,1.77,0.016149999999999998
163,15.6,0.035,2.59,0.035899999999999994
162,15.6,0.04,2.74,0.04599999999999998
161,15.6,0.045,4.5,0.09445
160,15.6,0.05,7.64,0.20549999999999993
159,15.6,0.055,4.79,0.13299999999999995
158,15.6,0.06,7.37,0.23064999999999994
157,15.6,0.065,4.26,0.12745
156,15.6,0.07,6.6,0.23679999999999995
155,15.6,0.075,8.05,0.3098999999999999
154,15.6,0.08,6.53,0.26134999999999997
153,15.6,0.085,7.39,0.3019999999999999
152,15.6,0.09,7.51,0.3213499999999999
151,15.6,0.095,9.21,0.43439999999999995
150,15.6,0.1,6.51,0.3010999999999999
149,15.6,0.125,10.51,0.64725
148,15.6,0.15,9.74,0.6589500000000001
147,15.6,0.175,8.8,0.68885
146,15.6,0.2,8.4,0.7385
145,15.6,0.225,8.45,0.8285499999999999
144,15.6,0.25,8.03,0.8489500000000001
143,15.6,0.275,7.56,0.8691
142,15.6,0.3,6.82,0.8298500000000001
141,15.6,0.325,6.68,0.86925
140,15.6,0.35,6.7,0.91905
139,15.6,0.375,6.66,0.9585499999999999
138,15.6,0.4,6.07,0.92955
137,15.6,0.425,5.96,0.9595499999999998
136,15.6,0.45,6.11,0.9897500000000001
135,15.6,0.475,5.68,0.9791
134,15.6,0.5,5.27,0.95905
133,15.6,0.525,5.25,0.9994
132,15.6,0.55,5.0,0.9894
131,15.6,0.575,4.87,0.97965
130,15.6,0.6,4.96,0.9996
129,15.6,0.625,4.78,0.9996500000000001
128,15.6,0.65,4.56,0.9995000000000002
127,15.6,0.675,4.5,0.9896
126,15.6,0.7,4.27,0.9897499999999999
125,15.6,0.725,4.37,0.9994500000000001
124,15.6,0.75,4.12,0.99965
123,15.6,0.775,4.05,0.9998500000000001
122,15.6,0.8,3.99,0.9895499999999999
121,15.6,0.825,4.01,0.99965
120,15.6,0.85,3.81,0.9898
119,15.6,0.875,3.89,0.99985
118,15.6,0.9,3.76,0.99985
117,15.6,0.925,3.59,0.9997499999999999
116,15.6,0.95,3.53,0.99985
115,15.6,0.975,3.78,0.9999000000000001
114,15.6,1.0,3.56,0.9997999999999999
113,15.8,0.0,1.0,0.004999999999999999
112,15.8,0.005,1.07,0.005350000000000001
111,15.8,0.01,1.07,0.005349999999999999
110,15.8,0.015,1.12,0.0056500000000000005
109,15.8,0.02,1.18,0.006050000000000001
108,15.8,0.025,1.38,0.008100000000000001
107,15.8,0.03,1.47,0.010999999999999996
106,15.8,0.035,3.46,0.049049999999999996
105,15.8,0.04,2.5,0.03169999999999999
104,15.8,0.045,2.89,0.051299999999999985
103,15.8,0.05,4.57,0.09955000000000001
102,15.8,0.055,4.92,0.11344999999999997
101,15.8,0.06,7.68,0.22549999999999992
100,15.8,0.065,7.0,0.21794999999999995
99,15.8,0.07,7.38,0.23179999999999992
98,15.8,0.075,8.12,0.28714999999999996
97,15.8,0.08,8.03,0.30479999999999996
96,15.8,0.085,8.44,0.31199999999999994
95,15.8,0.09,10.9,0.44854999999999995
94,15.8,0.095,9.13,0.4008500000000001
93,15.8,0.1,9.88,0.45899999999999996
92,15.8,0.125,9.63,0.5297999999999999
91,15.8,0.15,10.15,0.6817500000000001
90,15.8,0.175,9.88,0.7184499999999998
89,15.8,0.2,8.79,0.69475
88,15.8,0.225,9.72,0.8633500000000001
87,15.8,0.25,9.31,0.8985999999999998
86,15.8,0.275,8.63,0.8645
85,15.8,0.3,7.74,0.90905
84,15.8,0.325,7.36,0.9038499999999999
83,15.8,0.35,7.14,0.9286500000000001
82,15.8,0.375,6.71,0.9146000000000001
81,15.8,0.4,6.52,0.9386000000000001
80,15.8,0.425,6.35,0.96935
79,15.8,0.45,6.14,0.9743
78,15.8,0.475,5.85,0.9546000000000001
77,15.8,0.5,5.91,0.9893000000000001
76,15.8,0.525,5.4,0.98465
75,15.8,0.55,5.39,0.9842
74,15.8,0.575,5.16,0.9797999999999999
73,15.8,0.6,5.15,0.9895499999999999
72,15.8,0.625,5.15,0.99965
71,15.8,0.65,4.9,0.9890000000000001
70,15.8,0.675,4.69,0.9795999999999999
69,15.8,0.7,4.63,0.9893000000000001
68,15.8,0.725,4.54,0.98495
67,15.8,0.75,4.53,0.9947999999999999
66,15.8,0.775,4.28,0.99445
65,15.8,0.8,4.21,0.9797499999999999
64,15.8,0.825,4.19,0.9999000000000001
63,15.8,0.85,4.11,0.9998
62,15.8,0.875,4.03,0.9948500000000001
61,15.8,0.9,4.02,0.9945499999999999
60,15.8,0.925,3.9,0.9997
59,15.8,0.95,3.89,0.9947999999999999
58,15.8,0.975,3.74,0.9997499999999999
57,15.8,1.0,3.69,0.9947999999999999
56,16.0,0.0,1.0,0.004999999999999999
55,16.0,0.005,1.09,0.00545
54,16.0,0.01,1.08,0.0055000000000000005
53,16.0,0.015,1.14,0.005750000000000001
52,16.0,0.02,1.21,0.006150000000000001
51,16.0,0.025,1.49,0.010949999999999994
50,16.0,0.03,1.56,0.011799999999999998
49,16.0,0.035,1.8,0.016499999999999997
48,16.0,0.04,3.12,0.04374999999999999
47,16.0,0.045,3.33,0.04989999999999999
46,16.0,0.05,3.07,0.049099999999999984
45,16.0,0.055,4.94,0.10175000000000001
44,16.0,0.06,3.98,0.07855
43,16.0,0.065,5.92,0.14525
42,16.0,0.07,5.91,0.1546
41,16.0,0.075,5.73,0.15589999999999998
40,16.0,0.08,6.73,0.19384999999999994
39,16.0,0.085,6.57,0.19949999999999996
38,16.0,0.09,6.71,0.21014999999999998
37,16.0,0.095,5.24,0.16589999999999996
36,16.0,0.1,6.72,0.22464999999999996
35,16.0,0.125,7.03,0.2803
34,16.0,0.15,6.77,0.32800000000000007
33,16.0,0.175,7.03,0.36950000000000005
32,16.0,0.2,6.7,0.3979
31,16.0,0.225,6.6,0.41464999999999996
30,16.0,0.25,6.07,0.42884999999999995
29,16.0,0.275,5.76,0.42395000000000005
28,16.0,0.3,5.79,0.45905
27,16.0,0.325,5.23,0.4439999999999999
26,16.0,0.35,5.17,0.46924999999999994
25,16.0,0.375,5.15,0.47924999999999995
24,16.0,0.4,5.01,0.4743
23,16.0,0.425,4.66,0.4796
22,16.0,0.45,4.72,0.49445
21,16.0,0.475,4.43,0.47474999999999995
20,16.0,0.5,4.43,0.49924999999999997
19,16.0,0.525,4.07,0.49450000000000005
18,16.0,0.55,4.09,0.49455
17,16.0,0.575,3.93,0.4947
16,16.0,0.6,3.92,0.49985
15,16.0,0.625,3.76,0.4998
14,16.0,0.65,3.75,0.4997
13,16.0,0.675,3.58,0.49955
12,16.0,0.7,3.44,0.4997
11,16.0,0.725,3.44,0.4998
10,16.0,0.75,3.41,0.49485
9,16.0,0.775,3.36,0.4999
8,16.0,0.8,3.24,0.4997
7,16.0,0.825,3.23,0.4999
6,16.0,0.85,3.22,0.4999
5,16.0,0.875,3.07,0.49495000000000006
4,16.0,0.9,2.95,0.49995000000000006
3,16.0,0.925,3.06,0.49495000000000006
2,16.0,0.95,3.03,0.49975
1,16.0,0.975,2.99,0.4999
0,16.0,1.0,2.93,0.49979999999999997
